"line","venue_name","city_label","decision","reason"
"124","Eneko","Larrabetzu","use:ve_7c23b423ba","use: same city and same latest Michelin category; one name contains the other"
"125","La Revelía","Amorebieta - Etxano","use:ve_17180a60b0","use: same city and same latest Michelin category; one name contains the other"
"127","Mare","Cadiz","use:ve_20e9580050","use: same city and same latest Michelin category; one name contains the other"
"129","Código de Barra","Cadiz","use:ve_c9b160f2ff","use: same city and same latest Michelin category; one name contains the other"
"130","Ochando","Los Rosales","use:ve_4cb2f1e19a","use: same city and same latest Michelin category; one name contains the other"
"132","Alejandro Serrano","Miranda de Ebro","use:ve_fe82bd2604","use: same city and same latest Michelin category; one name contains the other"
"133","Mantúa","Jerez de la Frontera","use:ve_01982da706","use: same city and same latest Michelin category; one name contains the other"
"136","Etxebarri","Axpe","use:ve_a122719d41","use: same city and same latest Michelin category; one name contains the other"
"137","Nublo","Haro","use:ve_7efff1d902","use: same city and same latest Michelin category; one name contains the other"
"143","Clos Madrid","Madrid","use:ve_d76a85a534","Clos Madrid = ""Restaurante Clos""; same city, One Star"
"144","Desde 1911","Madrid","use:ve_6535b4dad3","use: same city and same latest Michelin category; one name contains the other"
"147","Saddle","Madrid","use:ve_0d930f07a0","use: same city and same latest Michelin category; one name contains the other"
"150","Quimbaya","Madrid","use:ve_ca4a5ecda0","use: same city and same latest Michelin category; one name contains the other"
"151","El Invernadero","Madrid","use:ve_827d258b71","use: same city and same latest Michelin category; one name contains the other"
"153","CEBO","Madrid","use:ve_dc0e7f65e0","use: same city and same latest Michelin category; one name contains the other"
"156","Gaytán","Madrid","use:ve_59159fbbcd","use: same city and same latest Michelin category; one name contains the other"
"157","Corral de la Morería Gastronómico","Madrid","use:ve_ca51cda88b","use: same city and same latest Michelin category; one name contains the other"
"159","Chispa Bistró","Madrid","use:ve_b554d2a2fa","Chispa Bistró = ""Chispa Bistró Madrid"" (an existing venue with an OAD row and no Michelin row); same city"
"160","VelascoAbellà","Madrid","use:ve_f40d04f1f7","use: same city and same latest Michelin category; one name contains the other"
"163","Èter","Madrid","use:ve_869f01dde7","use: same city and same latest Michelin category; one name contains the other"
"164","Itzuli","Donostia / San Sebastián","use:ve_9e6f425375","use: same city and same latest Michelin category; one name contains the other"
"165","ARREA!","Santa Cruz de Campezo","use:ve_8d984b8bd1","ARREA! = ""ARREA! Jatetxea"" (an existing venue with Best Chef and OAD rows and no Michelin row); same town"
"166","Kokotxa","Donostia / San Sebastián","use:ve_75959d8b8e","use: same city and same latest Michelin category; one name contains the other"
"169","Ajonegro","Logrono","use:ve_a2dd3d05ac","use: same city and same latest Michelin category; one name contains the other"
"170","Ama","Tolosa","use:ve_9f3f11e856","use: same city and same latest Michelin category; one name contains the other"
"172","Ikaro","Logrono","use:ve_27404710b0","use: same city and same latest Michelin category; one name contains the other"
"173","ReComiendo","Córdoba","use:ve_18f0c4c3c2","ReComiendo = ""Restaurante Alta Cocina Córdoba"" by elimination: the only free One Star in Córdoba, and ReComiendo is the only unmatched One Star there. MEDIUM: the old name is generic"
"174","Choco","Córdoba","use:ve_679b559808","use: same city and same latest Michelin category; one name contains the other"
"177","El Doncel","Sigüenza","use:ve_4d2fd3a809","use: same city and same latest Michelin category; one name contains the other"
"178","El Molino de Alcuneza","Sigüenza","use:ve_efc8e578f3","use: same city and same latest Michelin category; one name contains the other"
"179","Rodero","Pamplona","use:ve_246a65b3dd","use: same city and same latest Michelin category; one name contains the other"
"180","Europa","Pamplona","use:ve_c18fc53635","Europa = the junk-name venue ""Pamplona"" by elimination: the only free One Star in Pamplona after Rodero and Kabo. MEDIUM"
"181","Kabo","Pamplona","use:ve_1c7c8be4b6","use: same city and same latest Michelin category; one name contains the other"
"182","Nintai","Marbella","use:ve_3ea6392cab","use: same city and same latest Michelin category; one name contains the other"
"183","Messina","Marbella","use:ve_3bdcecc26e","use: same city and same latest Michelin category; one name contains the other"
"184","BACK","Marbella","use:ve_f29878f198","BACK = the junk-name venue ""Marbella"" by elimination: the only free One Star in Marbella after Nintai and Messina. MEDIUM"
"186","Palodú","Malaga","use:ve_f6e5763d41","use: same city and same latest Michelin category; one name contains the other"
"187","Kaleja","Malaga","use:ve_157591506d","use: same city and same latest Michelin category; one name contains the other"
"188","Blossom","Malaga","use:ve_90be9ca4c6","use: same city and same latest Michelin category; one name contains the other"
"189","José Carlos García","Malaga","use:ve_85e04f2f2b","use: same city and same latest Michelin category; one name contains the other"
"190","Retama","Torrenueva","use:ve_6f45c2ee36","use: same city and same latest Michelin category; one name contains the other"
"191","Epílogo","Tomelloso","use:ve_e498d41b9a","use: same city and same latest Michelin category; one name contains the other"
"192","Radis","Jaén","use:ve_bcab74078d","use: same city and same latest Michelin category; one name contains the other"
"193","Malak","Jaén","use:ve_b197ed17c5","use: same city and same latest Michelin category; one name contains the other"
"194","Dama Juana","Jaén","use:ve_7093579043","use: same city and same latest Michelin category; one name contains the other"
"195","Bagá","Jaén","use:ve_8f70f00d5e","use: same city and same latest Michelin category; one name contains the other"
"196","Vandelvira","Baeza","use:ve_87dfe084f9","use: same city and same latest Michelin category; one name contains the other"
"197","Coto de Quevedo Evolución","Torre de Juan Abad","use:ve_c7619588a4","Coto de Quevedo Evolución = ""El Coto de Quevedo""; same town, One Star"
"200","Faralá","Granada","use:ve_29cc020085","use: same city and same latest Michelin category; one name contains the other"
"201","La Prensa","Saragossa","use:ve_80246163ae","use: same city and same latest Michelin category; one name contains the other"
"203","Gente Rara","Saragossa","use:ve_a9ebb1489e","use: same city and same latest Michelin category; one name contains the other"
"204","La Era de los Nogales","Sardas","use:ve_d503fa30af","use: same city and same latest Michelin category; one name contains the other"
"206","Tatau","Huesca","use:ve_f1b08070e4","use: same city and same latest Michelin category; one name contains the other"
"207","Casa Rubén","Tella","use:ve_3199b382d8","use: same city and same latest Michelin category; one name contains the other. The old name is the Google name of the owners’ apartments (Apartamentos Casa Rubén)"
"208","Ababol","Albacete","use:ve_3305f5aa09","use: same city and same latest Michelin category; one name contains the other"
"211","Casa Arcas","Villanova","use:ve_9d956bc06f","use: same city and same latest Michelin category; one name contains the other"
"212","Ansils","Anciles","use:ve_2321acf9b8","Ansils = ""Restaurant Ancils"" (spelling); same town, One Star. FLAG: old venue status is closed; Michelin lists it now"
"214","Malena","Gimenells","use:ve_90fc8e3a19","use: same city and same latest Michelin category; one name contains the other"
"215","Fogony","Sort","use:ve_142c17ad36","use: same city and same latest Michelin category; one name contains the other"
"216","Barahonda","Yecla","use:ve_b50fd0162f","use: same city and same latest Michelin category; one name contains the other. The old name is the winery (Bodega Señorío de Barahonda)"
"217","Simposio","San Antonio de Benagéber","use:ve_ae3184649d","use: same city and same latest Michelin category; one name contains the other"
"218","Cal Paradís","Vall d'Alba","use:ve_b864b92101","use: same city and same latest Michelin category; one name contains the other"
"219","Arrels","Sagunt","use:ve_cfd23a9f84","use: same city and same latest Michelin category; one name contains the other"
"220","Riff","Valencia","use:ve_332b359f18","use: same city and same latest Michelin category; one name contains the other"
"221","La Salita","Valencia","use:ve_d538274afb","use: same city and same latest Michelin category; one name contains the other"
"222","Lienzo","Valencia","use:ve_6df7bc9ddb","use: same city and same latest Michelin category; one name contains the other"
"223","Fierro","Valencia","use:ve_16717e6876","use: same city and same latest Michelin category; one name contains the other"
"225","Villa Retiro","Xerta","new","Villa Retiro, Xerta: no venue under this name; the city Xerta is added before staging"
"227","L'Antic Molí","Ulldecona","use:ve_49fabb1f0a","use: same city and same latest Michelin category; one name contains the other"
"231","Llavor","Oropesa del Mar","use:ve_c8263ee30f","use: same city and same latest Michelin category; one name contains the other"
"232","Origen","Carcaixent","new","Origen, Carcaixent: no venue in Carcaixent; the Urdaitz Origen is a different restaurant; the city Carcaixent is added before staging"
"233","Atalaya","Alcossebre","use:ve_13031d02a6","use: same city and same latest Michelin category; one name contains the other"
"235","Rubén Miralles","Vinaròs","use:ve_29600bc192","use: same city and same latest Michelin category; one name contains the other"
"236","Raúl Resino","Benicarló","use:ve_19e9e78a94","use: same city and same latest Michelin category; one name contains the other"
"238","La Finca","Elche","use:ve_6ac4ec141d","La Finca = ""Restaurante La Finca"" (La Liste 2026), filed under the city elx. Elche and Elx are the same town and exist as two city rows. The job will note that the venue sits in another city"
"239","Magoga","Cartagena","use:ve_ca9909c2b0","use: same city and same latest Michelin category; one name contains the other"
"240","Rincón de Diego","Cambrils","use:ve_2ec41aad11","use: same city and same latest Michelin category; one name contains the other"
"241","Can Bosch","Cambrils","use:ve_3ff125c79e","use: same city and same latest Michelin category; one name contains the other"
"244","El Xato","la Nucía","use:ve_ddec9dac95","use: same city and same latest Michelin category; one name contains the other"
"245","Casa Pepa","Ondara","use:ve_33dde97059","use: same city and same latest Michelin category; one name contains the other"
"247","La Fonda Xesc","Gombrèn","use:ve_93647eb9bc","La Fonda Xesc = ""Restaurant Fonda Xesc""; same town, One Star"
"248","Peix & Brases","Dénia","use:ve_d1d9b9d078","use: same city and same latest Michelin category; one name contains the other"
"249","L'Ó","Sant Fruitós de Bages","use:ve_1bd091678f","L’Ó = ""Restaurant L’Ó""; the name key is too short to match automatically; same town, One Star"
"250","Orobianco","Calp","use:ve_01279ad39f","use: same city and same latest Michelin category; one name contains the other"
"251","Casa Nova","Sant Martí Sarroca","new","Casa Nova, Sant Martí Sarroca: no venue in this town; the city Sant Martí Sarroca is added before staging"
"253","Beat by José Manuel Miguel","Calp","use:ve_4a34b8b3eb","Beat by José Manuel Miguel = ""Beat Restaurant""; same town, One Star. FLAG: old venue status is closed; Michelin lists it now"
"254","Sala","Olost","use:ve_a38571b491","use: same city and same latest Michelin category; one name contains the other"
"255","Audrey's","Calp","use:ve_418e50ab15","use: same city and same latest Michelin category; one name contains the other"
"256","Tula","Xàbia","use:ve_0525ef0d89","use: same city and same latest Michelin category; one name contains the other"
"257","Ca l'Enric","La Vall de Bianya","new","Ca l’Enric, La Vall de Bianya: the One Star is a different restaurant from the Bib L’Hostal de Ca l’Enric (line 472, exact match). No One Star venue exists. NOTE: the OAD 2025 #30 row on L’Hostal de Ca l’Enric may belong to Ca l’Enric"
"259","Angle","Barcelona","use:ve_190706df89","use: same city and same latest Michelin category; one name contains the other"
"260","Atempo","Barcelona","use:ve_3c8ac75e04","use: same city and same latest Michelin category; one name contains the other"
"261","Hofmann","Barcelona","use:ve_f363115bdf","use: same city and same latest Michelin category; one name contains the other"
"262","MAE Barcelona","Barcelona","use:ve_4e17ff2b16","use: same city and same latest Michelin category; one name contains the other"
"263","Prodigi","Barcelona","use:ve_21e1753194","use: same city and same latest Michelin category; one name contains the other"
"265","Fishølogy","Barcelona","use:ve_f9239d1ce7","use: same city and same latest Michelin category; one name contains the other"
"266","COME by Paco Méndez","Barcelona","use:ve_e53e22e8d9","use: same city and same latest Michelin category; one name contains the other"
"268","Hisop","Barcelona","use:ve_60f66dda34","use: same city and same latest Michelin category; one name contains the other"
"269","Suto","Barcelona","use:ve_dce3921956","use: same city and same latest Michelin category; one name contains the other"
"279","Tresmacarrons","El Masnou","use:ve_b25107faab","use: same city and same latest Michelin category; one name contains the other"
"280","L'Aliança d'Anglès","Anglès","use:ve_aa8facd124","use: same city and same latest Michelin category; one name contains the other"
"281","Castell Perelada","Peralada","use:ve_061c3fe6f1","Castell Perelada = ""Castell de Peralada"" (spelling); same town, One Star"
"282","Esperit Roca","Sant Julià de Ramis","use:ve_b21f7a8d89","use: same city and same latest Michelin category; one name contains the other"
"283","Massana","Girona","use:ve_3c2003f4db","use: same city and same latest Michelin category; one name contains the other"
"285","Voramar","Portbou","use:ve_570761ade0","use: same city and same latest Michelin category; one name contains the other"
"286","Empòrium","Castelló d'Empúries","use:ve_8cbe7e38cb","use: same city and same latest Michelin category; one name contains the other"
"287","Els Tinars","Llagostera","use:ve_a4c6753c0b","use: same city and same latest Michelin category; one name contains the other"
"288","Unic","Sant Josep de sa Talaia","use:ve_3ea8aa5599","use: same city and same latest Michelin category; one name contains the other"
"289","Omakase by Walt","Eivissa","use:ve_51eb1bd7c9","use: same city and same latest Michelin category; one name contains the other"
"290","La Gaia","Eivissa","use:ve_5bc114bba1","use: same city and same latest Michelin category; one name contains the other"
"293","Marc Fosh","Palma","use:ve_fc1da1bc18","use: same city and same latest Michelin category; one name contains the other"
"296","Andreu Genestra","Llucmajor","use:ve_9af3473f0b","use: same city and same latest Michelin category; one name contains the other"
"297","Maca de Castro","Port d'Alcúdia","use:ve_e6fa597676","use: same city and same latest Michelin category; one name contains the other"
"298","Fusion19","Muro","use:ve_913d8a2baa","use: same city and same latest Michelin category; one name contains the other"
"299","El Jardín de la Sal","Las Caletas","use:ve_e50adc624d","use: same city and same latest Michelin category; one name contains the other"
"300","El Rebojo","Garachico","use:ve_649a9081fa","use: same city and same latest Michelin category; one name contains the other"
"301","Furancho La Zapatería","Icod de los Vinos","use:ve_a1f4e16a04","use: same city and same latest Michelin category; one name contains the other"
"302","La Bola de Jorge Bosch","Tegueste","use:ve_9a17d6fa4e","use: same city and same latest Michelin category; one name contains the other"
"303","El Secreto de Chimiche","Chimiche","use:ve_22907d1ab4","use: same city and same latest Michelin category; one name contains the other"
"304","Silbo Gomero","San Cristóbal de la Laguna","use:ve_7d47b1e9fe","use: same city and same latest Michelin category; one name contains the other"
"306","San Sebastián 57","Santa Cruz de Tenerife","use:ve_2da0b63039","use: same city and same latest Michelin category; one name contains the other. The old name is a street address (Av. de San Sebastián, 57)"
"307","El Aguarde","Santa Cruz de Tenerife","use:ve_62c3310109","use: same city and same latest Michelin category; one name contains the other"
"308","Villa de Oro","Camariñas","use:ve_d23d7c1954","use: same city and same latest Michelin category; one name contains the other"
"311","A Taberna do Trasno","Cambados","use:ve_ede7014918","use: same city and same latest Michelin category; one name contains the other"
"316","A Viaxe","Santiago de Compostela","use:ve_b0d8d7dcae","use: same city and same latest Michelin category; one name contains the other"
"319","Asador Gonzaba","Santiago de Compostela","use:ve_cf934f0305","use: same city and same latest Michelin category; one name contains the other"
"320","Abastos 2.0 - Mesas","Santiago de Compostela","use:ve_d72335476c","use: same city and same latest Michelin category; one name contains the other"
"321","Mar de Esteiro","Santiago de Compostela","use:ve_b6c8816e41","use: same city and same latest Michelin category; one name contains the other"
"322","Trasmallo","Pontevedra","use:ve_93144fd58b","use: same city and same latest Michelin category; one name contains the other"
"323","Enxebre","Vigo","use:ve_2feb9ead34","use: same city and same latest Michelin category; one name contains the other"
"324","Morrofino","Vigo","use:ve_f3b73456c4","use: same city and same latest Michelin category; one name contains the other"
"325","Casa Marco","Vigo","use:ve_003f5e3cd0","use: same city and same latest Michelin category; one name contains the other. FLAG: old venue status is closed; Michelin lists it now"
"328","El Recetario","Gijón","use:ve_097d73c43f","use: same city and same latest Michelin category; one name contains the other"
"329","Farragua","Gijón","use:ve_15adf58735","use: same city and same latest Michelin category; one name contains the other"
"330","Coscolo","Castrillo de los Polvazares","use:ve_ec81522009","use: same city and same latest Michelin category; one name contains the other"
"333","ConMimo","Leon","use:ve_1c14f955e9","use: same city and same latest Michelin category; one name contains the other"
"334","Brigecio","Morales de Rey","use:ve_5f821db96a","use: same city and same latest Michelin category; one name contains the other"
"337","Del Oso","Cosgaya","use:ve_75dabae05e","use: same city and same latest Michelin category; one name contains the other"
"338","Bambú","Salamanca","use:ve_ae993787dd","use: same city and same latest Michelin category; one name contains the other"
"339","Nardi","Hervás","use:ve_91fea27b67","use: same city and same latest Michelin category; one name contains the other"
"341","Caín","Nava del Rey","use:ve_22eefcbe13","use: same city and same latest Michelin category; one name contains the other"
"342","La Cartería","Cartes","use:ve_11140cb31a","use: same city and same latest Michelin category; one name contains the other"
"343","Finca Alfoliz","Aljaraque","use:ve_6fafe69d59","use: same city and same latest Michelin category; one name contains the other"
"344","Acebuche","Zafra","use:ve_4d874f31e8","use: same city and same latest Michelin category; one name contains the other"
"345","Alberca","Trujillo","use:ve_301e54c0eb","use: same city and same latest Michelin category; one name contains the other"
"346","Agua Salada","Santander","use:ve_6ba0a614a9","use: same city and same latest Michelin category; one name contains the other"
"349","Pan de Cuco","Suesa","use:ve_3b4c5c108b","use: same city and same latest Michelin category; one name contains the other"
"351","El Molino","Madrigal de la Vera","use:ve_e499553d5b","use: same city and same latest Michelin category; one name contains the other"
"353","Iwasaki","Getxo","use:ve_92c4e34ed0","use: same city and same latest Michelin category; one name contains the other"
"356","El Espejo - Sanlúcar","Sanlúcar de Barrameda","use:ve_6bdb3af7e7","use: same city and same latest Michelin category; one name contains the other"
"357","Casa Bigote","Sanlúcar de Barrameda","use:ve_17eb8e749c","use: same city and same latest Michelin category; one name contains the other"
"361","Az-Zait","Seville","use:ve_834a4bdbfb","use: same city and same latest Michelin category; one name contains the other"
"362","La Fundición","Real Sitio de San Ildefonso","use:ve_569c3ff54d","use: same city and same latest Michelin category; one name contains the other"
"363","La Vasca","Miranda de Ebro","use:ve_46493a2426","use: same city and same latest Michelin category; one name contains the other"
"364","Malabar Bistró Nómada","Becerril de la Sierra","use:ve_ea5fa1cc36","use: same city and same latest Michelin category; one name contains the other"
"365","Arteaga Landetxea","Mondragón","use:ve_112c42c843","use: same city and same latest Michelin category; one name contains the other"
"368","Kàran Bistró","Pozoblanco","use:ve_9029131959","use: same city and same latest Michelin category; one name contains the other"
"371","La MaMá","Madrid","use:ve_ba2aa446c8","use: same city and same latest Michelin category; one name contains the other"
"373","Sisapo","Madrid","use:ve_5651dc27bd","use: same city and same latest Michelin category; one name contains the other"
"374","Gala","Madrid","use:ve_85e900f515","use: same city and same latest Michelin category; one name contains the other"
"375","Varra","Madrid","use:ve_2e233b081e","use: same city and same latest Michelin category; one name contains the other"
"376","Las Tortillas de Gabino","Madrid","use:ve_faab892a7a","use: same city and same latest Michelin category; one name contains the other"
"378","Quinqué","Madrid","use:ve_6f20fccbef","use: same city and same latest Michelin category; one name contains the other"
"381","In-Pulso","Madrid","use:ve_e51e132f2b","use: same city and same latest Michelin category; one name contains the other"
"383","La Montería","Madrid","use:ve_98cd979fa8","use: same city and same latest Michelin category; one name contains the other"
"384","Treze","Madrid","use:ve_404ab37d4e","use: same city and same latest Michelin category; one name contains the other"
"388","El Envero","Córdoba","use:ve_b7c94c7503","use: same city and same latest Michelin category; one name contains the other"
"390","La Taberna de Almodóvar","Córdoba","use:ve_bb115e3114","use: same city and same latest Michelin category; one name contains the other"
"391","La Cuchara de San Lorenzo","Córdoba","use:ve_6fd14f1159","use: same city and same latest Michelin category; one name contains the other"
"392","Eximio by Fernando Martín","Alcalá de Henares","use:ve_4f3abf240d","Eximio by Fernando Martín = ""Restaurante Eximio""; same town, Bib"
"393","La Tarara","Olvera","use:ve_3875c46c65","use: same city and same latest Michelin category; one name contains the other"
"394","Maskarada","Lekunberri","use:ve_d2a4599c02","use: same city and same latest Michelin category; one name contains the other"
"396","Mesón Octavio","Ciudad Real","use:ve_dcfd9da9c1","Mesón Octavio = ""Mesón Restaurante Octavio""; same town, Bib"
"397","Donamaria'ko Benta","Donamaria","use:ve_2f586198c7","use: same city and same latest Michelin category; one name contains the other"
"399","Casa Mané","Palmones","use:ve_522275c5c3","use: same city and same latest Michelin category; one name contains the other"
"400","Arotxa","Legasa","use:ve_f9a53c7787","use: same city and same latest Michelin category; one name contains the other"
"402","Origen","Urdaitz","new","Origen, Urdaitz (Bib): a separate restaurant from Molino de Urdániz (line 36). The old mixed venue goes to line 36"
